sentence	voicevox_says	kuromoji_expects
転校して間もないが、彼はすっかり新しいクラスに馴染んだようだ。	てんこおしてあいだもないがかれわすっかりあたらしいくらすになじんだよおだ	てんこおしてまもないがかれわすっかりあたらしいくらすになじんだよおだ
電気をつけて、テレビを見て、お湯にコーヒーを入れます。	でんきおつけててれびおみておゆにこおひいおいれます	でんきおつけててれびおみておゆにこひおいれます
電気を消す前に、テレビとラジオも切って、電話もマナーモードにしました。	でんきおけすまえにてれびとらじおもきってでんわもまなあもおどにしました	でんきおけすまえにてれびとらじおもきってでんわもまなもどにしました
電子マネーの普及により、現金を使わずに買い物ができるようになりました。特に若い世代では、スマートフォンでの支払いが主流になっています。	でんしまねえのふきゅうによりげんきんおつかわずにかいものができるよおになりましたとくにわかいせだいでわすまあとふぉんでのしわらいがしゅりゅうになってえます	でんしまねのふきゅうによりげんきんおつかわずにかいものができるよおになりましたとくにわかいせだいでわすまとふぉんでのしわらいがしゅりゅうになってえます
電車、バス、タクシー、自転車、飛行機、船 — どこへでも行けます。	でんしゃばすたくしいじてんしゃひこおきふねどこえでもいけます	でんしゃばすたくしじてんしゃひこおきふねどこえでもいけます
電車が遅れたため、乗客はホームで長い間待たされました。	でんしゃがおくれたためじょおきゃくわほおむでながいあいだまたされました	でんしゃがおくれたためじょおきゃくわほむでながいかんまたされました
電車が遅れたので、タクシーの代わりにレンタサイクルで向かった。	でんしゃがおくれたのでたくしいのかわりにれんたさいくるでむかった	でんしゃがおくれたのでたくしのかわりにれんたさいくるでむかった
電車にせよタクシーにせよ、ラッシュ時は時間がかかる。	でんしゃにせよたくしいにせよらっしゅじわじかんがかかる	でんしゃにせよたくしにせよらっしゅじわじかんがかかる
電車の中で電話をかけるのは、マナー違反だと考えられています。	でんしゃのなかででんわおかけるのわまなあいわんだとかんがえられてえます	でんしゃのなかででんわおかけるのわまないわんだとかんがえられてえます
電話、あるいはメールでご連絡ください。	でんわあるいわめえるでごれんらくください	でんわあるいわめるでごれんらくください
登山者は足を踏み外し、数十メートルも斜面を滑落してしまった。	とざんしゃわあしおふみわずしすうじゅうめえとるもしゃめんおかつらくしてしまった	とざんしゃわあしおふみわずしすうじゅうめとるもしゃめんおかっらくしてしまった
